id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000198055.9	24.69	34.54	33.42	17.18	51.66	86.44	41.91	16.49	80.41	34.58	139.29
ENSG00000198056.12	11.76	2.68	16.15	22.75	24.34	12.07	13.80	4.55	17.32	9.02	0.00
ENSG00000198060.8	16.79	22.90	29.76	13.72	18.07	15.93	17.23	15.92	32.55	5.57	6.38
ENSG00000198064.12	6.16	5.78	9.66	6.00	7.46	6.83	7.83	6.99	8.90	5.13	24.37
ENSG00000198074.8	2.99	45.56	1.04	1087.79	1.43	0.80	1.67	9.15	0.00	10.99	0.14
ENSG00000198081.9	2.57	2.77	4.49	4.60	4.16	3.30	3.33	3.93	2.64	2.63	5.59
ENSG00000198087.7	1.88	3.04	7.27	7.81	0.85	4.25	7.42	3.97	8.15	3.50	2.89
ENSG00000198088.9	5.10	3.63	0.00	0.10	1.94	0.00	2.95	1.71	4.32	2.85	0.00
ENSG00000198089.13	20.53	10.95	8.77	44.64	17.64	42.11	16.35	14.37	23.47	7.47	18.30
ENSG00000198093.9	0.63	0.16	6.17	2.41	8.57	0.66	1.55	2.30	0.00	0.00	1.40
ENSG00000198105.10	2.76	3.12	3.49	5.81	2.47	1.59	1.12	2.54	2.73	0.44	4.52
ENSG00000198108.3	0.87	0.00	0.00	0.45	0.12	0.24	0.82	0.00	0.89	0.10	2.51
ENSG00000198113.2	11.68	5.69	0.55	0.36	0.74	3.27	8.43	16.73	27.97	17.36	3.71
ENSG00000198121.12	13.79	3.58	10.02	4.94	2.60	18.13	0.94	5.96	40.85	0.97	4.45
ENSG00000198130.13	7.09	6.55	9.82	24.98	15.43	4.41	9.05	4.18	7.50	2.13	2.20
ENSG00000198131.12	3.30	8.48	31.31	17.11	30.53	18.35	20.63	25.56	26.97	29.10	46.72
ENSG00000198133.7	1.80	0.18	0.01	0.04	0.04	0.39	0.02	0.00	0.93	0.10	0.95
ENSG00000198142.4	10.03	11.00	2.98	0.87	4.76	3.67	9.73	8.31	6.36	21.97	3.41
ENSG00000198146.4	6.04	8.16	9.14	8.79	11.86	2.88	7.99	3.73	4.57	4.19	3.62
ENSG00000198156.9	0.01	0.81	0.56	2.98	0.47	0.36	0.00	0.11	0.00	0.00	0.50
ENSG00000198157.9	4.46	6.22	1.65	8.58	18.83	1.29	6.18	2.91	8.51	2.85	1.35
ENSG00000198160.13	7.58	7.39	7.79	12.86	16.12	8.37	6.40	5.30	9.77	2.90	10.26
ENSG00000198162.11	6.61	6.71	4.71	4.02	15.59	5.79	9.97	7.19	12.54	1.32	0.30
ENSG00000198168.7	3.23	2.58	0.02	4.23	6.25	1.80	2.42	2.50	2.90	0.00	0.33
ENSG00000198169.7	3.36	4.81	14.93	10.36	3.65	8.09	4.54	6.27	2.32	5.83	23.38
ENSG00000198171.11	79.94	70.87	62.41	24.06	73.86	79.65	81.16	66.61	60.41	64.32	72.13
ENSG00000198176.11	147.90	76.35	182.44	60.70	69.93	83.44	140.63	65.86	103.89	161.82	31.15
ENSG00000198182.11	0.02	0.93	3.41	3.87	3.18	0.20	1.83	1.67	0.06	0.00	1.40
ENSG00000198189.9	2.64	3.27	0.30	2.71	20.89	0.72	9.43	5.68	51.60	0.00	1.11
ENSG00000198198.12	5.08	2.99	2.12	7.34	6.01	4.16	3.40	6.07	2.57	2.51	3.81
ENSG00000198205.6	0.68	0.90	1.43	0.64	1.18	0.07	0.66	0.59	1.02	0.29	1.23
ENSG00000198208.10	2.72	1.96	2.23	6.65	10.89	1.75	2.45	1.73	5.26	2.21	7.69
ENSG00000198211.8	0.98	0.96	2.52	0.46	0.17	0.07	0.00	2.39	0.00	0.43	0.00
ENSG00000198218.9	52.10	35.72	48.87	50.46	40.35	41.11	59.35	42.73	94.26	27.83	35.12
ENSG00000198221.8	0.11	0.91	0.03	0.33	0.28	0.09	0.07	0.00	4.64	0.00	0.38
ENSG00000198223.13	0.06	0.78	0.89	1.72	0.70	2.20	0.00	0.49	7.01	0.21	0.40
ENSG00000198225.5	0.92	0.98	3.70	0.27	0.60	0.22	0.15	0.11	1.01	0.00	0.00
ENSG00000198231.11	41.92	45.77	55.68	61.00	106.81	34.32	47.13	31.97	53.55	34.88	62.63
ENSG00000198237.8	0.99	4.86	5.49	3.39	6.64	6.82	1.17	2.23	0.29	0.00	1.87
ENSG00000198242.12	1243.74	1154.02	585.72	680.27	893.66	529.52	1125.63	1211.72	1015.96	605.60	108.11
ENSG00000198246.7	16.84	14.49	0.12	1.46	1.87	0.80	7.22	8.32	5.04	4.58	10.56
ENSG00000198252.10	2.20	2.92	4.42	6.41	10.14	3.99	4.30	4.92	7.17	5.64	9.45
ENSG00000198258.9	486.83	433.34	520.96	245.56	477.04	344.36	578.47	530.04	588.87	665.57	479.93
ENSG00000198265.10	6.83	6.33	4.05	6.35	11.85	2.77	7.12	3.47	4.58	2.97	2.23
ENSG00000198270.11	1.45	2.55	5.03	9.30	5.51	2.19	4.59	2.68	10.83	0.80	4.89
ENSG00000198276.12	50.82	45.82	46.73	17.48	23.22	33.32	60.35	39.07	52.76	44.06	67.17
ENSG00000198286.8	7.95	0.37	0.00	2.24	0.00	5.72	0.02	0.00	12.48	0.00	0.00
ENSG00000198298.11	1.34	1.67	3.40	5.33	4.26	0.96	1.90	2.34	1.16	5.73	4.08
ENSG00000198300.11	0.00	0.00	0.01	5.25	0.00	0.01	0.00	0.13	0.05	0.00	2.49
ENSG00000198301.10	17.89	11.15	14.93	20.07	36.33	10.03	20.27	16.97	21.22	11.98	15.93
ENSG00000198315.9	2.84	3.12	2.82	7.50	11.36	4.66	2.83	1.82	4.80	0.70	8.84
ENSG00000198324.13	1.61	1.48	0.08	0.98	1.58	0.00	1.37	5.05	0.64	2.81	3.08
ENSG00000198331.9	7.12	2.32	8.16	2.95	3.31	3.65	10.63	3.52	26.81	4.38	1.13
ENSG00000198342.8	0.00	0.00	1.87	1.83	1.66	0.00	0.00	0.08	0.00	0.00	0.20
ENSG00000198346.9	0.17	0.00	0.74	2.08	3.23	0.31	0.33	0.00	0.00	0.58	0.86
ENSG00000198353.7	8.75	6.35	1.70	1.36	0.92	2.83	0.06	0.32	0.76	10.93	6.44
ENSG00000198354.5	0.00	0.00	0.00	0.00	2.10	0.00	0.00	0.00	0.00	0.00	2.58
ENSG00000198355.4	36.13	31.08	12.85	16.46	13.79	42.05	24.46	51.77	31.18	27.08	48.65
ENSG00000198356.10	100.34	78.01	131.00	125.52	96.24	119.03	79.43	110.11	140.41	123.61	137.08
ENSG00000198358.4	0.28	0.31	0.29	1.17	0.87	0.83	0.29	0.22	0.53	0.00	0.56
ENSG00000198363.14	67.16	56.99	58.03	394.38	161.72	168.33	84.74	91.13	79.84	41.32	126.64
ENSG00000198369.8	23.18	4.99	5.91	18.49	23.24	26.45	14.84	17.28	30.95	20.12	23.27
ENSG00000198373.11	18.63	14.30	25.01	13.93	15.33	17.44	15.40	20.42	29.97	15.06	15.78
ENSG00000198380.11	6.59	3.19	6.98	12.59	16.74	8.37	6.75	8.15	9.49	6.69	12.64
ENSG00000198382.7	6.05	3.02	7.14	8.14	10.04	6.21	3.89	4.04	7.70	0.64	4.24
ENSG00000198393.6	0.96	3.27	7.20	2.74	6.49	4.07	3.81	5.38	3.88	3.68	20.51
ENSG00000198399.13	5.84	4.86	5.11	4.43	6.82	8.42	8.27	7.91	10.89	7.42	13.09
ENSG00000198406.7	71.71	17.12	28.84	31.43	40.86	31.91	31.95	59.39	52.15	0.00	1.36
ENSG00000198408.12	18.93	23.69	40.74	29.00	30.67	10.71	21.95	20.19	23.44	1.21	2.61
ENSG00000198416.9	0.39	0.85	1.16	0.45	1.82	0.11	0.31	0.11	0.07	0.00	0.00
ENSG00000198417.6	30.92	25.28	0.00	0.00	4.96	0.04	17.66	54.44	1.83	20.74	1.03
ENSG00000198420.8	18.69	17.78	15.31	20.09	19.02	17.66	24.39	12.69	15.47	17.36	37.10
ENSG00000198429.8	0.00	0.00	1.17	0.05	2.90	0.31	0.00	1.14	1.20	0.00	1.42
ENSG00000198431.14	34.79	45.00	144.93	176.41	233.57	101.69	59.51	224.57	119.23	77.90	337.50
ENSG00000198435.3	0.15	0.70	1.18	0.29	3.69	0.18	0.58	0.39	0.97	8.57	2.81
ENSG00000198440.8	0.02	0.86	3.31	1.62	4.84	0.89	0.32	1.39	1.23	0.00	0.89
ENSG00000198453.11	0.00	0.02	5.86	6.93	6.18	1.20	0.87	2.42	0.00	0.12	7.57
ENSG00000198455.4	3.32	3.46	3.03	1.08	2.44	0.68	2.15	3.42	1.92	0.59	1.43
ENSG00000198464.12	5.30	3.61	5.03	4.16	10.22	2.28	3.51	4.98	5.83	23.84	5.98
ENSG00000198466.11	5.00	6.57	9.61	8.36	18.01	8.56	8.29	4.65	5.64	6.01	6.40
ENSG00000198467.12	188.58	34.93	939.69	451.85	304.11	759.06	148.01	105.47	17.51	205.59	325.47
ENSG00000198468.6	6.46	2.47	3.69	3.53	3.24	0.70	13.99	6.23	2.79	7.71	4.32
ENSG00000198478.7	0.56	1.18	5.98	0.25	0.33	0.79	1.47	1.00	2.09	0.04	0.28
ENSG00000198482.9	0.00	1.23	2.21	2.27	8.99	1.42	3.28	0.92	0.52	0.55	1.69
ENSG00000198492.13	53.77	44.76	85.24	54.28	40.38	39.33	52.07	43.26	81.94	59.07	44.26
ENSG00000198496.9	1.30	2.88	2.33	2.95	0.86	0.81	1.89	2.43	0.83	1.25	12.13
ENSG00000198498.8	27.97	15.41	22.24	20.76	38.29	16.46	18.16	13.27	28.32	30.51	32.48
ENSG00000198502.5	0.00	0.00	0.00	0.21	0.09	0.00	0.00	0.00	0.00	0.00	2.05
ENSG00000198513.10	3.82	2.88	4.12	0.00	2.02	0.67	3.43	6.63	2.32	3.40	0.64
ENSG00000198515.12	0.88	2.63	0.00	0.51	0.02	0.00	0.06	0.66	0.53	0.53	0.26
ENSG00000198517.8	14.38	18.25	21.24	6.71	12.92	51.22	18.09	22.84	18.89	52.87	118.40
ENSG00000198520.9	0.22	0.51	0.36	0.91	0.13	0.27	0.00	0.34	0.00	0.00	10.48
ENSG00000198521.10	0.02	0.67	5.38	5.41	6.71	5.54	0.00	1.55	0.32	0.00	1.73
ENSG00000198522.12	29.04	23.92	30.04	34.97	33.06	28.85	26.58	44.37	49.89	13.58	14.39
ENSG00000198538.9	0.39	7.63	6.60	5.89	13.97	1.97	3.02	4.33	1.78	1.19	4.28
ENSG00000198542.12	0.07	2.46	0.06	0.00	11.84	9.45	0.04	0.14	8.19	0.74	11.17
ENSG00000198546.13	62.96	18.03	31.94	34.29	74.74	33.52	41.75	45.72	48.97	46.69	49.19
ENSG00000198551.8	2.75	2.57	9.24	5.71	7.03	2.14	1.84	1.63	2.66	1.49	2.61
ENSG00000198554.10	7.01	1.75	6.11	30.65	31.12	8.19	6.82	2.22	16.80	1.40	0.34
ENSG00000198556.12	5.00	9.34	4.96	19.27	7.05	7.85	5.01	1.84	9.62	1.80	7.09
ENSG00000198561.11	61.44	71.51	54.06	60.36	52.44	50.62	59.64	55.04	35.34	104.80	87.37
ENSG00000198563.12	247.50	192.60	409.71	346.80	452.50	228.13	333.03	285.09	406.95	261.25	477.00
ENSG00000198569.8	0.63	0.00	0.21	0.14	0.00	0.09	0.00	0.36	0.19	0.00	1.27
ENSG00000198573.6	0.00	0.00	2.90	0.00	0.00	0.00	0.00	0.57	0.00	0.00	0.00
ENSG00000198576.3	0.04	0.05	0.07	0.28	0.18	6.44	0.03	0.91	5.70	3.31	1.14
ENSG00000198585.10	12.58	6.90	17.09	2.42	10.62	14.61	6.26	11.36	8.54	12.69	7.25
ENSG00000198586.12	14.54	14.29	11.00	41.73	22.45	10.53	12.69	14.09	13.48	10.82	25.04
ENSG00000198589.9	12.61	13.21	2.63	6.70	11.24	4.02	16.10	10.66	10.25	13.07	3.39
ENSG00000198598.5	3.30	0.70	2.67	0.65	0.42	0.04	9.41	6.07	0.65	2.56	0.82
ENSG00000198604.9	8.64	9.08	10.08	36.59	32.91	8.83	13.76	6.92	20.03	6.57	0.73
ENSG00000198612.9	92.46	70.23	91.54	403.49	86.29	33.84	132.34	178.39	48.94	74.27	30.66
ENSG00000198618.5	0.00	2.59	0.00	1.66	0.00	1.92	2.34	0.81	0.00	0.00	0.47
ENSG00000198624.11	1.65	3.94	0.21	0.06	1.11	0.51	1.76	2.89	4.14	1.06	0.15
ENSG00000198625.11	7.20	6.02	3.13	6.92	11.47	2.06	7.35	3.23	4.89	1.12	4.50
ENSG00000198642.6	4.83	4.81	9.12	9.47	6.45	4.27	2.76	2.25	0.00	2.30	1.57
ENSG00000198646.12	15.40	12.42	17.98	14.48	23.70	10.66	14.44	8.01	11.84	10.36	20.96
ENSG00000198648.9	14.80	15.65	5.41	6.65	6.00	4.51	6.14	5.68	12.06	4.31	1.26
ENSG00000198663.15	9.57	15.89	27.50	31.63	18.38	30.47	17.43	22.45	19.90	25.05	33.36
ENSG00000198668.9	265.09	200.25	113.60	248.70	114.36	169.65	164.78	281.59	183.37	357.78	331.48
ENSG00000198673.9	0.73	2.48	0.00	0.03	0.34	1.13	0.09	0.00	0.00	0.07	0.78
ENSG00000198677.9	13.91	15.23	20.21	15.07	18.78	13.71	16.12	8.07	16.03	3.73	4.35
ENSG00000198680.4	0.03	10.24	22.36	3.53	0.00	13.11	8.70	0.14	7.67	17.23	4.76
ENSG00000198681.6	0.00	0.00	0.00	0.04	0.00	43.24	0.00	0.00	0.10	0.00	29.12
ENSG00000198682.11	7.95	0.33	27.88	6.12	10.16	6.91	0.90	9.27	39.73	0.40	1.78
ENSG00000198689.8	4.45	5.89	12.29	8.57	4.94	7.32	4.09	4.97	7.36	5.43	7.28
ENSG00000198690.8	9.89	8.05	8.88	6.12	11.56	4.83	8.31	4.00	2.84	3.81	7.55
ENSG00000198691.10	0.07	0.05	0.00	5.40	0.08	0.91	0.06	0.21	0.29	0.00	0.69
ENSG00000198695.2	1868.46	2847.87	1286.55	3024.31	2755.95	2585.36	2049.73	2002.09	1511.19	719.46	391.22
ENSG00000198700.8	21.12	22.58	50.09	30.27	29.37	23.83	40.33	15.43	49.13	41.33	27.97
ENSG00000198707.13	1.61	1.41	2.23	3.55	7.50	2.93	2.34	3.20	3.12	6.12	5.87
ENSG00000198712.1	9117.85	12552.83	6461.54	9642.89	5570.05	3603.81	12067.93	10150.00	5469.52	4090.81	1531.64
ENSG00000198715.10	30.06	46.04	41.12	26.62	22.11	25.62	24.73	49.38	47.61	64.89	10.94
ENSG00000198718.11	3.35	1.59	3.78	4.66	7.89	1.37	1.53	1.49	6.42	1.53	1.97
ENSG00000198719.8	0.25	8.31	2.39	0.26	0.00	0.52	2.05	0.00	0.02	0.59	0.72
ENSG00000198720.11	15.92	9.93	11.26	0.95	2.60	10.58	6.98	6.97	14.68	7.09	14.12
ENSG00000198721.11	17.71	27.91	65.59	3.34	56.85	20.17	34.65	44.91	23.83	49.05	29.18
ENSG00000198722.11	3.83	3.26	4.54	0.93	4.06	4.68	4.54	6.41	3.54	7.65	8.44
ENSG00000198723.9	0.54	1.37	0.24	0.26	0.00	0.30	0.00	0.00	0.19	1.14	1.02
ENSG00000198727.2	4098.42	5637.04	3855.31	3615.78	3013.17	2213.07	6435.91	4055.49	3343.30	2247.73	1473.44
ENSG00000198728.9	61.15	96.28	33.07	17.20	26.79	28.57	28.77	25.16	29.36	47.04	66.27
ENSG00000198729.4	10.51	42.59	0.00	6.20	0.08	0.03	16.46	10.59	1.56	9.76	0.10
ENSG00000198730.6	19.15	15.81	13.12	16.95	13.90	19.38	16.00	13.48	16.69	0.00	2.05
ENSG00000198732.9	1.62	4.85	0.00	2.48	0.16	0.32	9.59	37.10	0.08	12.88	0.64
ENSG00000198736.10	26.84	85.65	10.97	11.35	29.31	32.64	33.21	15.48	25.10	21.16	34.23
ENSG00000198740.7	3.27	2.44	1.86	3.89	8.36	1.91	3.21	1.78	4.40	2.03	1.85
ENSG00000198742.8	9.89	12.73	7.97	24.65	7.81	12.44	8.48	20.02	17.35	14.04	9.01
ENSG00000198743.5	1.23	1.74	1.93	3.75	4.30	3.48	2.34	1.28	3.45	0.85	1.30
ENSG00000198744.5	0.36	1.35	0.00	1.54	1.19	0.96	0.66	0.29	1.14	0.00	0.31
ENSG00000198746.11	15.57	8.66	10.79	7.91	5.92	14.58	9.76	6.43	6.37	12.07	15.29
ENSG00000198752.8	23.54	28.29	14.36	27.17	22.56	15.97	27.88	39.28	17.20	29.42	83.23
ENSG00000198753.10	12.48	15.76	2.69	1.96	7.84	4.60	3.38	12.35	3.84	7.94	0.60
ENSG00000198754.5	0.29	0.08	0.19	0.07	1.86	0.61	0.23	0.00	0.25	0.62	0.51
ENSG00000198755.9	996.66	1601.60	874.71	1263.74	579.35	739.80	1324.89	1234.91	1207.15	1465.88	1047.95
ENSG00000198756.9	0.05	0.03	6.75	1.21	0.07	0.16	0.00	0.12	2.59	0.00	5.59
ENSG00000198763.3	3369.21	3813.29	2447.71	4086.25	3715.48	2776.10	4691.70	5658.14	6681.44	2010.78	675.32
ENSG00000198765.10	0.00	0.00	0.00	1.13	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198768.9	1.10	0.17	0.00	1.53	0.27	41.23	0.00	2.98	0.42	2.39	0.00
ENSG00000198771.9	0.13	2.68	0.00	0.02	0.05	0.19	0.07	0.03	18.45	0.50	0.00
ENSG00000198780.10	4.61	1.36	1.33	0.62	0.72	0.21	1.79	2.07	1.44	1.44	0.36
ENSG00000198783.5	7.36	6.72	5.84	8.06	14.41	5.72	6.45	4.77	5.52	8.29	8.13
ENSG00000198786.2	1815.36	2427.24	1330.43	3165.75	2297.67	2163.58	2248.13	1985.28	1548.08	684.52	576.03
ENSG00000198791.10	28.36	33.56	77.38	52.97	93.39	47.30	37.38	40.08	33.55	42.39	35.82
ENSG00000198792.11	41.95	34.20	27.75	30.46	23.47	68.23	40.85	61.65	61.34	34.84	39.49
ENSG00000198793.11	15.25	10.20	16.95	45.18	24.53	28.31	16.91	6.78	10.86	16.24	36.26
ENSG00000198794.10	1.56	0.24	14.94	1.77	5.16	0.52	0.00	1.15	4.90	0.55	3.26
ENSG00000198795.9	0.01	0.00	11.61	18.51	1.02	0.75	0.00	0.00	3.24	0.00	12.22
ENSG00000198796.6	0.00	0.14	7.68	3.48	19.55	5.12	0.00	0.13	0.07	0.00	0.33
ENSG00000198797.6	0.00	0.00	0.02	3.36	0.00	0.00	0.00	0.20	0.06	0.00	0.00
ENSG00000198799.10	2.85	2.05	4.08	4.03	7.16	2.49	1.36	2.23	3.55	1.03	2.99
ENSG00000198804.2	8381.43	11434.28	6942.98	8928.73	5455.10	2649.88	9105.61	8890.04	4813.93	4447.39	1943.48
ENSG00000198805.10	88.53	37.29	45.53	41.62	41.08	38.38	102.70	146.30	166.63	155.76	15.36
ENSG00000198807.11	9.90	8.96	4.50	0.25	0.09	4.23	7.21	9.76	1.62	7.28	2.13
ENSG00000198814.11	1.13	0.48	5.11	0.70	2.60	0.71	3.39	13.70	1.17	0.80	1.11
ENSG00000198815.7	12.06	10.01	15.88	22.33	34.05	17.93	12.71	10.93	17.02	8.50	22.00
ENSG00000198816.5	29.15	10.59	33.27	9.41	15.35	44.61	10.21	18.53	14.22	10.26	105.58
ENSG00000198818.8	15.13	18.04	33.14	21.50	24.10	18.66	32.53	32.28	41.00	24.99	12.63
ENSG00000198824.5	13.08	4.36	23.20	15.32	9.76	8.41	13.35	8.19	12.85	9.08	2.33
ENSG00000198825.10	4.31	2.45	2.38	5.94	4.99	2.19	5.09	3.34	4.09	2.06	1.42
ENSG00000198826.9	22.42	13.06	33.46	68.97	79.03	30.98	23.14	5.11	45.31	18.38	10.81
ENSG00000198830.9	771.05	495.64	1132.34	982.96	390.61	516.34	558.30	259.45	748.09	211.76	520.57
ENSG00000198832.9	44.37	12.02	83.05	20.41	16.08	100.89	29.78	116.26	41.69	17.49	67.59
ENSG00000198833.6	4.72	5.28	18.62	15.54	10.42	5.66	11.97	11.37	15.82	3.51	4.60
ENSG00000198835.3	0.17	0.20	0.43	0.42	0.37	0.31	0.20	0.42	0.28	1.57	2.06
ENSG00000198836.7	42.97	21.38	48.79	29.74	80.35	22.91	37.92	21.22	31.21	7.45	1.18
ENSG00000198837.8	31.88	15.49	31.80	10.01	21.48	27.09	25.27	21.19	35.29	13.12	59.32
ENSG00000198839.8	5.44	15.84	3.33	21.14	4.62	4.16	10.09	6.25	5.14	15.66	9.47
ENSG00000198840.2	2259.45	3515.29	2162.23	1780.77	2125.09	2297.73	4702.47	5119.60	4037.99	1240.79	1004.83
ENSG00000198841.3	12.37	5.32	20.16	5.62	5.05	14.88	13.03	12.89	14.36	17.31	22.54
ENSG00000198843.11	60.45	38.76	64.59	104.86	192.37	28.47	47.96	71.97	56.42	11.20	4.17
ENSG00000198846.5	0.59	0.05	0.01	0.47	1.31	2.91	0.02	0.00	3.45	0.14	0.07
ENSG00000198848.11	0.00	0.00	0.00	0.14	0.00	1.07	10.69	364.90	0.00	2.60	0.00
ENSG00000198853.10	8.73	6.30	13.83	3.20	7.85	17.60	8.38	14.82	27.14	5.82	16.69
ENSG00000198855.5	1.00	0.67	3.33	2.30	4.78	5.85	1.25	3.42	2.59	0.71	5.53
ENSG00000198856.11	48.67	38.78	60.42	131.42	94.65	34.09	55.32	57.42	41.48	33.48	32.22
ENSG00000198858.8	46.75	46.81	31.39	16.12	24.89	77.24	57.16	74.96	74.63	90.78	110.91
ENSG00000198860.10	26.91	7.66	28.43	31.12	15.15	13.20	24.32	15.35	37.27	23.20	42.50
ENSG00000198862.12	3.87	2.92	4.89	7.03	13.01	3.27	4.69	2.03	2.14	1.76	0.67
ENSG00000198863.6	7.32	5.16	5.45	5.22	11.81	8.74	6.40	6.54	10.83	7.82	9.87
ENSG00000198868.3	0.00	0.00	0.00	1.69	0.46	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198870.7	3.57	0.69	0.57	2.41	0.26	0.10	0.12	0.31	0.28	0.00	1.06
ENSG00000198873.11	3.54	1.12	1.46	1.97	4.47	6.55	2.03	3.05	4.03	3.52	2.82
ENSG00000198874.11	10.38	4.63	6.88	10.94	8.43	8.15	8.06	7.96	14.28	6.86	1.82
ENSG00000198876.11	24.58	20.80	21.66	8.40	8.09	15.38	21.41	17.31	24.77	30.63	14.07
ENSG00000198883.10	0.00	0.00	0.00	0.00	0.00	1.65	0.00	0.00	0.00	0.00	0.00
ENSG00000198885.8	0.00	0.04	10.27	0.41	1.82	0.07	0.00	0.00	0.00	0.34	3.04
ENSG00000198886.2	4384.86	5748.11	3550.31	8959.71	4588.64	2923.29	6415.89	5249.02	5769.33	1643.66	1086.31
ENSG00000198887.8	4.19	2.09	5.76	12.50	12.83	7.32	4.39	2.28	5.38	2.20	0.00
ENSG00000198888.2	4612.23	4267.26	2596.15	3064.01	5156.21	2977.63	4791.95	6710.97	4751.88	7194.55	2498.27
ENSG00000198890.7	11.13	8.31	7.44	3.07	21.26	14.79	11.01	11.41	23.44	2.88	10.84
ENSG00000198892.6	13.30	18.16	15.27	5.97	7.86	12.40	7.95	18.52	11.65	12.86	113.07
ENSG00000198894.6	3.67	4.89	3.65	6.14	9.82	3.37	4.68	4.67	5.34	8.95	5.67
ENSG00000198898.11	43.20	32.90	49.53	138.42	39.20	35.61	39.18	25.13	39.23	8.37	2.72
ENSG00000198899.2	6164.09	6950.16	6070.92	7103.47	5195.31	4113.49	8300.06	7005.05	7686.44	2801.04	1443.95
ENSG00000198900.5	55.14	23.13	43.10	55.15	91.56	24.86	43.56	25.42	43.44	30.54	17.96
ENSG00000198901.12	112.27	64.18	123.24	360.45	190.86	95.72	124.56	30.57	266.78	120.37	220.44
ENSG00000198908.10	1.31	1.71	2.29	0.04	4.84	1.73	0.86	0.73	2.39	0.10	0.24
ENSG00000198909.6	6.00	2.07	3.02	5.32	9.28	10.94	5.79	3.68	9.24	8.22	17.61
ENSG00000198910.11	2.27	3.94	0.07	3.28	18.79	11.72	6.71	7.69	3.83	14.42	0.58
ENSG00000198911.10	78.69	93.16	22.96	91.36	48.77	70.45	52.43	33.31	37.78	59.02	62.04
ENSG00000198912.9	20.26	9.72	20.84	18.44	15.83	20.39	15.95	7.21	18.67	13.69	36.70
ENSG00000198917.10	59.52	29.92	62.46	27.80	54.92	51.81	50.07	40.76	36.98	69.92	30.91
ENSG00000198918.7	1405.79	1767.16	3174.66	2501.34	1426.09	675.02	1323.59	1274.42	1743.33	246.50	157.98
ENSG00000198919.11	2.20	0.64	1.34	6.41	3.79	3.81	1.18	0.14	2.14	0.61	0.84
ENSG00000198920.8	8.13	4.84	10.90	5.44	10.30	5.29	5.49	4.59	7.73	4.13	1.32
ENSG00000198924.6	3.38	2.59	3.09	4.45	3.89	1.26	3.90	1.38	4.17	0.39	0.23
ENSG00000198925.9	36.19	21.76	29.15	55.56	64.72	66.65	58.71	48.37	39.92	42.47	74.04
ENSG00000198929.11	2.90	1.97	0.18	0.89	0.40	0.17	0.89	0.34	3.42	1.35	0.24
ENSG00000198930.11	0.00	0.00	0.25	0.08	0.00	52.04	0.00	0.00	2.81	0.00	7.06
ENSG00000198931.9	256.82	211.82	232.19	109.80	179.90	154.02	243.23	275.05	257.83	318.53	252.48
ENSG00000198932.11	0.11	0.09	0.42	0.01	2.92	0.20	0.06	0.09	0.10	0.03	0.31
ENSG00000198933.8	0.75	0.38	5.04	1.91	9.17	0.77	0.77	4.21	2.98	0.63	11.06
ENSG00000198934.4	3.16	0.92	3.64	0.90	1.40	0.99	0.16	2.48	0.51	0.65	1.34
ENSG00000198937.8	10.38	21.84	20.52	25.73	24.35	19.80	24.36	32.25	14.51	41.84	48.60
ENSG00000198938.2	7927.55	11290.65	6143.34	7363.46	5875.14	3398.07	7409.23	7632.32	7575.82	6786.97	2703.82
ENSG00000198945.6	3.94	3.17	1.45	0.80	5.38	0.98	6.77	5.56	3.57	3.86	2.62
ENSG00000198947.13	5.14	3.37	9.60	5.41	3.29	11.39	4.38	2.54	0.12	3.32	0.29
ENSG00000198948.10	1.28	1.73	0.86	2.66	0.94	1.20	2.27	4.07	1.83	0.03	5.91
ENSG00000198951.10	17.72	12.44	10.69	25.73	32.84	31.59	15.63	20.31	18.81	13.27	28.87
ENSG00000198952.8	29.18	23.74	46.99	20.31	57.22	51.04	31.82	15.08	46.83	38.00	57.38
ENSG00000198954.5	13.96	13.90	17.05	8.48	12.78	12.75	12.72	13.54	27.81	9.64	12.40
ENSG00000198959.10	114.68	0.61	0.31	1.79	32.07	16.72	3.80	106.35	32.72	13.50	1.30
ENSG00000198960.9	25.71	12.53	60.58	20.49	33.67	25.86	0.00	24.98	53.79	5.49	16.39
ENSG00000198961.8	6.20	8.30	19.61	28.23	17.66	13.38	9.17	8.33	13.06	4.21	5.29
ENSG00000198964.12	6.05	12.23	8.80	6.28	7.43	7.29	9.46	23.38	14.18	16.62	8.02
ENSG00000199270.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000199331.1	0.00	0.00	0.00	0.00	0.00	35.33	0.00	0.00	0.00	0.00	0.00
ENSG00000199332.1	0.00	0.00	0.00	41.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00
