id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000199334.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000199337.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000199352.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000199396.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000199436.1	0.00	0.00	0.00	29.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000199461.1	0.00	0.00	0.00	33.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000199477.1	0.00	0.00	0.00	9.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000199509.1	0.00	0.00	0.00	0.00	0.00	26.72	0.00	0.00	0.00	0.00	0.00
ENSG00000199536.1	0.00	0.00	0.00	24.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000199546.1	0.00	0.00	0.00	0.00	0.00	22.04	0.00	0.00	0.00	0.00	0.00
ENSG00000199562.1	0.00	0.00	0.00	0.00	0.00	1.79	0.00	0.00	0.00	0.00	0.00
ENSG00000199568.1	0.00	0.00	0.00	46.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000199673.1	0.00	0.00	0.00	0.00	89.21	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000199683.1	0.00	0.00	0.00	0.00	0.00	1.28	0.00	1.91	0.00	0.00	0.00
ENSG00000199700.1	0.00	0.00	0.00	24.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000199719.1	0.65	0.00	0.00	1.02	0.83	0.49	1.81	0.00	0.00	0.00	1.06
ENSG00000199785.1	0.00	0.00	0.00	6.78	25.61	48.37	0.00	0.00	0.00	0.00	0.00
ENSG00000199910.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000199975.1	0.00	0.00	0.00	1.02	0.00	0.97	0.00	0.00	0.00	0.00	0.00
ENSG00000200059.1	0.00	0.00	0.00	0.00	43.57	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200060.1	0.00	0.00	0.00	12.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200087.1	0.00	0.00	0.00	12.99	10.46	23.58	0.00	0.00	0.00	0.00	0.00
ENSG00000200090.1	0.00	0.00	0.00	0.00	93.94	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200151.1	0.00	0.00	0.00	1.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200152.1	0.00	0.00	0.00	0.00	33.16	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200161.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.14
ENSG00000200169.1	0.00	0.00	0.00	0.00	17.56	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200237.1	0.00	0.00	0.00	6.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200274.1	0.00	0.00	0.00	0.00	0.00	6.04	0.00	0.00	0.00	0.00	0.00
ENSG00000200278.1	0.00	0.00	0.00	0.00	5.54	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200320.1	0.00	0.00	0.00	9.36	12.18	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200343.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000200361.1	0.00	0.00	0.00	0.00	0.00	35.33	0.00	0.00	0.00	0.00	0.00
ENSG00000200370.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000200381.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000200397.1	0.00	0.00	0.00	33.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200418.1	0.00	0.00	0.00	2.29	0.00	23.51	0.00	0.00	0.00	0.00	0.00
ENSG00000200463.1	0.00	0.00	0.00	0.00	0.00	12.71	0.00	0.00	0.00	0.00	0.00
ENSG00000200502.1	0.00	0.00	0.00	0.00	81.08	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200624.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000200651.1	0.00	0.00	0.00	27.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200674.1	0.00	0.00	0.40	0.00	0.00	0.39	0.00	0.00	0.00	5.48	0.00
ENSG00000200693.2	0.00	0.00	0.00	2.16	2.09	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000200913.1	0.00	0.00	0.00	0.00	0.00	91.82	0.00	0.00	0.00	0.00	0.00
ENSG00000200959.1	0.00	0.00	0.00	2.38	0.00	2.12	0.00	0.00	0.00	0.00	0.00
ENSG00000200975.1	0.00	0.00	0.00	4.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000201026.1	0.00	0.00	0.00	0.00	0.00	19.86	0.00	0.00	0.00	0.00	0.00
ENSG00000201034.1	0.00	0.00	0.00	0.00	0.00	38.11	0.00	0.00	0.00	0.00	0.00
ENSG00000201098.1	0.00	0.00	0.00	71.84	161.45	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000201104.1	0.00	0.00	0.00	0.00	0.00	1.79	0.00	0.00	0.00	0.00	0.00
ENSG00000201217.1	0.00	0.00	0.00	17.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000201302.1	0.00	0.00	0.00	18.56	10.29	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000201321.1	0.00	0.00	0.00	0.00	0.00	7.81	0.00	0.00	0.00	0.00	0.00
ENSG00000201355.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000201388.1	0.00	0.00	0.00	0.00	0.00	7.86	0.00	0.00	0.00	0.00	0.00
ENSG00000201413.1	0.00	0.00	0.00	0.00	14.82	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000201457.1	0.00	0.00	0.00	0.00	0.00	7.38	0.00	0.00	0.00	0.00	0.00
ENSG00000201512.1	0.00	0.00	0.00	0.00	27.18	7.62	0.00	0.00	0.00	0.00	0.00
ENSG00000201533.1	0.00	0.00	0.00	1.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000201558.1	0.00	0.00	0.00	0.00	4.33	10.92	0.00	0.00	0.00	0.00	0.00
ENSG00000201581.1	0.00	0.00	0.00	1.43	0.78	0.91	0.00	0.00	0.00	4.66	0.00
ENSG00000201588.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000201654.1	0.00	0.00	0.00	0.00	0.00	1.79	0.00	0.00	0.00	0.00	0.00
ENSG00000201684.1	0.00	0.00	0.00	1.14	0.00	0.55	0.00	0.00	0.00	0.00	1.25
ENSG00000201782.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.70	0.00	0.00	0.00
ENSG00000201821.1	0.00	0.00	0.00	7.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000201916.1	0.00	0.00	0.00	19.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000201925.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000201967.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.29
ENSG00000201998.1	0.00	0.00	0.00	0.00	0.00	5.34	0.00	0.00	0.00	0.00	0.00
ENSG00000202058.1	1.84	0.00	0.00	5.34	1.62	3.18	0.00	0.00	0.00	0.00	1.49
ENSG00000202078.1	0.00	0.00	0.00	17.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000202198.1	100.55	180.94	135.60	194.10	387.65	362.37	394.22	389.74	116.42	853.88	1114.57
ENSG00000202257.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000202260.1	0.00	0.00	0.00	1.05	0.43	0.00	1.91	0.00	0.00	0.00	0.00
ENSG00000202337.1	0.00	0.00	0.00	0.00	0.00	1.79	0.00	0.00	0.00	0.00	0.00
ENSG00000202347.1	0.00	0.00	0.00	4.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000202354.1	0.00	0.00	0.00	435.38	113.46	317.93	0.00	0.00	0.00	0.00	0.00
ENSG00000202406.1	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000202408.2	0.00	0.00	0.00	0.00	5.12	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000202415.1	0.00	0.00	0.00	1.90	0.00	0.00	0.00	0.00	0.00	0.00	0.96
ENSG00000202521.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000202526.1	0.00	0.00	0.00	43.02	4.82	60.47	0.00	0.00	0.00	0.00	0.00
ENSG00000202532.1	0.00	0.00	0.00	17.93	0.00	15.95	0.00	0.00	0.00	0.00	0.00
ENSG00000202538.1	0.00	0.00	0.00	20.27	0.00	24.75	0.00	0.00	0.00	0.00	0.00
ENSG00000203279.3	4.92	0.00	0.00	0.35	1.08	2.81	1.48	1.25	0.40	1.09	0.36
ENSG00000203288.3	0.08	0.24	1.50	4.16	0.85	0.37	0.31	1.34	0.22	1.89	6.30
ENSG00000203325.3	0.15	0.00	0.00	1.45	0.26	1.90	0.02	0.00	0.00	0.00	0.00
ENSG00000203326.8	0.00	1.86	3.35	1.66	8.13	0.38	2.09	1.52	0.19	0.00	0.30
ENSG00000203362.2	0.15	0.09	0.33	0.41	0.38	0.51	0.27	1.01	0.37	0.98	0.13
ENSG00000203363.2	0.44	0.20	0.00	1.35	0.15	0.37	0.07	0.11	0.29	0.00	0.14
ENSG00000203364.2	0.00	0.00	0.00	0.68	0.29	2.62	0.00	0.54	0.00	0.00	0.00
ENSG00000203402.2	0.68	0.85	0.47	9.53	2.86	7.22	1.85	0.00	0.53	0.00	0.00
ENSG00000203411.3	0.00	0.00	0.00	1.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000203414.2	0.09	0.00	0.10	0.68	2.39	0.10	0.00	0.13	0.10	0.00	0.00
ENSG00000203435.2	0.23	0.12	0.33	2.52	0.76	1.43	0.00	0.00	0.06	0.00	0.19
ENSG00000203436.2	0.00	0.00	0.00	1.23	0.54	1.31	2.85	0.00	0.00	0.00	0.00
ENSG00000203469.2	0.00	0.00	0.00	1.18	0.96	0.97	0.00	0.00	0.34	0.00	0.00
ENSG00000203485.11	80.92	25.42	28.71	19.16	19.67	69.32	44.49	79.56	57.39	65.33	133.02
ENSG00000203497.2	4.02	5.34	2.16	2.54	1.12	0.69	0.88	1.73	3.33	1.72	4.33
ENSG00000203499.9	6.30	12.53	0.45	0.76	0.26	0.12	8.63	11.29	0.18	22.43	6.31
ENSG00000203506.4	1.35	0.11	0.09	3.22	1.07	0.47	0.00	0.00	0.00	0.00	0.65
ENSG00000203546.6	3.39	1.69	1.11	2.51	2.26	3.28	1.93	1.08	2.46	0.00	4.57
ENSG00000203573.4	0.00	0.00	0.00	0.53	0.51	3.61	0.00	0.00	0.00	0.00	0.00
ENSG00000203589.2	1.08	0.12	0.22	3.74	1.44	3.46	0.94	0.48	0.23	0.21	0.68
ENSG00000203601.3	0.35	0.23	0.30	1.13	0.76	0.79	0.30	0.00	0.30	0.21	0.44
ENSG00000203618.5	2.64	0.00	2.85	0.16	0.00	7.95	0.10	0.87	0.38	1.53	4.79
ENSG00000203620.2	0.24	0.33	0.15	1.04	0.62	2.23	0.10	0.69	0.25	0.92	0.38
ENSG00000203635.2	0.24	0.14	0.12	0.96	0.43	1.01	0.00	0.07	0.29	0.00	0.10
ENSG00000203644.3	1.75	1.96	2.26	3.17	7.80	2.41	2.43	2.52	4.05	1.93	0.14
ENSG00000203666.11	6.16	6.45	9.70	9.95	6.83	3.62	10.37	3.40	7.24	1.38	2.51
ENSG00000203667.8	13.80	27.41	22.87	45.16	58.72	27.69	15.60	16.94	35.28	11.34	6.30
ENSG00000203668.1	1.37	4.25	5.34	5.56	13.11	2.56	3.13	3.25	7.36	0.22	0.17
ENSG00000203684.5	1.53	0.30	0.13	0.32	1.18	0.23	0.65	0.00	0.00	0.00	0.00
ENSG00000203697.10	6.19	6.04	0.00	0.03	0.04	0.00	0.52	5.08	2.17	0.71	0.00
ENSG00000203705.9	9.06	12.93	5.33	22.54	7.83	6.44	16.72	5.71	4.59	4.13	7.01
ENSG00000203706.7	3.81	0.13	1.23	13.13	1.88	9.81	1.11	2.15	13.31	2.04	1.15
ENSG00000203711.10	0.00	0.21	0.16	0.23	0.35	0.42	0.00	2.05	2.59	2.01	0.87
ENSG00000203722.6	2.33	64.96	0.00	1.86	0.40	0.71	16.87	4.75	2.01	21.82	0.34
ENSG00000203724.9	16.94	13.76	10.84	6.04	6.83	9.87	12.90	14.15	9.71	15.36	5.24
ENSG00000203727.3	0.07	0.36	1.33	0.16	0.04	2.41	2.18	0.00	0.73	0.09	0.55
ENSG00000203760.7	21.00	22.33	60.81	51.61	55.91	21.86	37.37	8.90	45.10	15.45	7.53
ENSG00000203761.5	2.83	1.42	3.47	4.67	3.56	2.50	3.63	4.12	2.54	0.89	5.53
ENSG00000203772.7	1.77	2.16	1.26	1.90	5.43	1.80	1.17	0.73	1.29	2.22	8.70
ENSG00000203778.6	5.63	9.29	13.85	16.56	9.26	11.29	7.14	6.37	4.31	1.03	6.38
ENSG00000203780.9	5.02	6.94	0.88	1.67	3.09	0.37	0.39	2.42	0.15	1.11	0.32
ENSG00000203785.7	0.12	14.63	0.00	0.00	0.00	0.00	4.47	20.06	0.00	39.53	0.00
ENSG00000203786.6	0.08	4.16	0.00	0.00	0.00	0.00	0.03	0.11	0.00	0.25	0.00
ENSG00000203791.12	6.29	5.99	14.77	19.65	30.77	6.05	7.66	4.54	8.66	6.28	9.46
ENSG00000203797.8	0.00	0.00	0.00	0.07	0.00	0.13	0.00	0.25	1.22	0.00	0.00
ENSG00000203805.9	10.72	0.00	2.10	4.71	0.00	11.48	0.30	5.88	0.32	0.86	0.00
ENSG00000203811.1	1.10	0.14	0.35	0.47	2.32	1.41	1.06	0.63	0.37	0.78	3.57
ENSG00000203812.2	43.03	31.66	15.87	19.96	146.26	14.25	33.89	41.06	13.43	21.19	91.33
ENSG00000203814.6	11.31	0.87	3.17	1.54	30.52	8.18	1.98	3.24	1.48	0.72	0.23
ENSG00000203819.6	2.48	1.57	3.18	1.52	0.57	0.48	0.67	0.97	3.22	4.88	17.11
ENSG00000203837.4	15.00	39.10	0.00	0.00	0.00	0.00	7.46	11.10	0.00	0.35	0.00
ENSG00000203852.3	1.10	0.14	0.35	0.47	2.32	1.41	1.06	0.63	0.37	0.78	3.57
ENSG00000203865.8	2.11	1.19	0.72	0.90	4.53	1.60	1.20	1.27	1.85	1.12	5.12
ENSG00000203867.7	0.02	0.26	0.02	0.83	0.13	0.29	0.00	0.06	0.00	2.77	0.21
ENSG00000203875.9	334.78	625.26	308.18	377.51	414.75	356.99	566.70	309.04	700.16	176.91	339.24
ENSG00000203877.6	0.00	0.00	1.15	0.00	0.00	0.00	0.00	0.00	0.24	0.00	15.04
ENSG00000203879.10	64.98	63.46	220.33	87.56	131.89	110.33	63.46	108.81	119.08	58.90	277.08
ENSG00000203880.10	14.37	27.68	20.40	17.01	25.41	7.75	27.51	9.87	26.47	16.32	32.16
ENSG00000203883.6	0.45	0.04	1.45	1.30	0.12	0.41	0.21	0.05	0.35	0.23	0.77
ENSG00000203896.8	14.07	19.48	20.24	1.99	1.50	10.67	7.30	8.10	9.83	6.81	29.62
ENSG00000203926.4	0.00	0.00	0.18	0.00	0.16	1.11	0.00	0.00	28.07	0.00	0.00
ENSG00000203930.9	0.00	0.24	6.48	0.24	1.52	2.78	0.00	0.00	2.08	0.00	8.26
ENSG00000203943.7	0.49	0.34	0.19	0.06	0.19	0.15	0.41	0.06	0.83	0.14	1.01
ENSG00000203950.6	203.59	172.61	264.35	44.68	62.87	68.16	101.90	165.15	91.70	73.32	160.67
ENSG00000203965.11	1.64	1.74	1.66	2.41	1.54	2.12	2.32	1.14	0.76	0.57	1.00
ENSG00000203993.4	11.58	6.60	8.93	11.06	9.10	15.77	6.37	14.22	9.29	9.10	16.90
ENSG00000203995.8	0.03	1.08	4.17	3.53	3.04	0.08	0.02	0.00	0.02	0.00	1.69
ENSG00000203999.7	1.09	0.40	0.00	0.70	0.22	0.07	0.00	0.29	0.00	0.09	0.30
ENSG00000204011.4	0.00	0.00	0.00	0.00	1.36	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000204019.4	0.00	0.00	0.00	18.31	19.29	3.87	0.00	0.00	13.28	0.00	0.00
ENSG00000204021.3	0.06	1.41	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00
ENSG00000204044.6	0.10	0.44	0.20	1.13	0.00	0.03	0.00	0.00	0.00	0.22	0.17
ENSG00000204049.1	0.03	1.76	0.00	0.08	0.00	0.03	0.04	0.10	0.00	0.00	0.00
ENSG00000204052.4	0.36	0.57	0.08	0.10	0.37	0.42	0.22	0.72	0.11	0.20	7.13
ENSG00000204054.10	10.70	9.26	13.92	22.26	28.70	10.28	5.41	11.05	3.88	8.55	23.32
ENSG00000204070.8	31.79	17.97	19.34	4.73	10.39	29.19	14.65	20.85	13.28	39.37	31.46
ENSG00000204072.3	4.82	5.49	0.00	0.00	0.87	0.00	0.00	4.82	3.37	2.50	11.84
ENSG00000204084.11	4.61	5.90	2.80	3.96	4.74	2.74	3.04	2.12	4.84	2.16	19.32
ENSG00000204103.3	0.40	62.03	0.05	6.17	4.88	8.00	7.65	44.55	0.09	9.38	0.46
ENSG00000204104.10	16.29	7.65	9.37	11.74	19.47	12.94	10.54	6.52	5.96	10.78	20.78
ENSG00000204116.10	0.71	0.11	0.14	0.26	0.90	1.33	0.59	0.69	0.00	0.36	1.81
ENSG00000204118.1	0.00	0.00	0.00	0.04	0.00	0.11	0.00	0.00	0.00	0.00	1.17
ENSG00000204120.13	15.47	10.03	12.12	39.87	34.04	12.08	18.41	11.54	8.84	14.33	41.59
ENSG00000204128.5	0.18	0.00	0.33	1.54	0.28	0.00	0.00	0.00	0.20	0.00	0.85
ENSG00000204130.11	5.24	2.95	7.52	3.91	14.92	3.56	2.96	2.49	7.44	4.93	4.00
ENSG00000204138.11	11.17	10.98	12.81	27.68	12.44	13.32	10.40	7.52	15.98	3.94	4.03
ENSG00000204140.9	0.00	0.00	0.00	12.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000204147.8	3.23	0.56	0.77	1.62	8.88	1.26	4.47	4.61	1.34	0.38	0.26
ENSG00000204149.8	5.32	4.11	11.55	6.88	24.82	9.19	7.12	6.03	8.21	9.28	14.47
ENSG00000204152.9	10.89	5.92	9.22	7.50	24.04	9.29	9.01	7.61	6.51	11.18	6.71
ENSG00000204160.10	20.04	10.63	29.65	14.42	17.28	18.96	16.58	19.00	17.80	27.68	43.59
ENSG00000204172.10	3.26	2.27	2.67	4.58	11.97	8.16	3.50	4.23	4.18	5.16	7.49
ENSG00000204175.5	0.69	0.92	0.00	0.00	4.03	0.04	0.09	1.57	0.00	0.38	0.00
ENSG00000204176.12	1.63	0.42	0.83	1.27	2.44	1.66	1.44	2.48	1.98	0.16	2.47
ENSG00000204177.9	0.92	1.34	1.51	3.72	5.88	2.10	1.19	0.93	1.16	0.59	0.46
ENSG00000204178.8	6.42	7.93	8.77	9.18	6.89	5.54	7.12	6.96	6.60	3.24	2.37
ENSG00000204179.9	0.07	0.00	0.00	0.11	8.05	0.49	0.00	1.38	0.00	0.00	2.47
ENSG00000204194.1	0.41	0.00	0.00	0.00	1.05	0.19	0.26	0.33	0.62	0.00	0.00
ENSG00000204196.5	0.00	0.00	1.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.68
ENSG00000204209.9	19.60	32.44	76.53	52.06	62.71	51.16	37.02	44.56	62.54	59.00	197.70
ENSG00000204217.11	2.55	2.34	3.75	5.50	5.89	2.81	2.94	3.59	3.13	0.81	1.00
ENSG00000204219.8	2.49	1.38	0.00	2.28	4.13	0.21	0.29	0.51	6.76	2.24	0.88
ENSG00000204220.8	43.50	42.41	89.59	58.76	90.96	103.72	60.41	64.81	88.82	127.42	201.00
ENSG00000204227.4	8.46	11.37	9.63	14.05	46.31	67.34	5.69	21.52	19.70	22.34	120.24
ENSG00000204228.3	4.06	15.12	0.85	8.59	3.04	0.74	7.05	11.89	5.16	17.74	13.77
ENSG00000204231.9	10.91	19.00	23.81	14.44	20.07	26.72	18.11	14.78	24.24	16.85	88.37
ENSG00000204237.4	58.95	65.20	23.51	21.87	14.14	45.69	32.47	39.20	19.46	56.79	160.67
ENSG00000204241.6	0.31	0.00	0.00	0.50	0.21	0.16	0.00	1.14	0.05	0.00	0.00
ENSG00000204248.9	0.00	0.22	0.27	0.28	0.30	0.30	0.27	0.15	0.12	0.32	3.57
ENSG00000204256.11	61.03	81.77	99.77	97.30	140.92	81.03	80.04	132.95	115.27	85.11	180.71
ENSG00000204257.13	2.12	3.13	0.54	9.98	0.38	1.62	0.47	1.46	0.55	0.75	11.42
ENSG00000204261.7	1.16	1.93	0.88	10.64	5.69	0.44	2.83	1.56	3.43	0.20	0.41
ENSG00000204262.10	0.19	0.60	278.86	1.00	233.10	38.75	0.86	0.75	0.57	0.12	119.64
ENSG00000204264.7	33.92	33.46	24.25	126.34	53.07	18.02	32.04	56.29	96.51	28.19	22.89
ENSG00000204267.12	35.82	42.58	31.22	94.35	91.85	66.92	38.26	39.43	89.04	51.59	52.55
ENSG00000204271.9	4.07	4.26	5.32	2.29	4.78	1.24	2.23	2.03	1.71	1.21	3.39
ENSG00000204272.9	25.81	25.96	25.30	33.48	3.51	5.61	13.54	26.75	16.28	8.17	34.92
ENSG00000204287.12	0.00	0.13	0.00	11.24	0.00	0.06	0.33	0.49	0.00	0.53	1.55
ENSG00000204291.9	0.00	0.00	0.09	9.83	1.01	3.80	0.00	0.03	0.32	0.00	0.02
ENSG00000204301.6	0.08	0.51	0.14	0.73	0.72	1.37	0.10	0.99	0.85	0.13	3.39
ENSG00000204304.10	12.84	26.57	27.02	24.29	34.85	24.44	20.89	26.48	22.92	28.93	160.98
ENSG00000204305.12	2.52	3.64	3.41	4.23	5.60	1.30	2.65	3.91	0.69	0.93	12.53
ENSG00000204308.7	11.20	49.38	49.59	34.32	28.03	58.75	34.61	36.93	78.99	51.32	208.65
ENSG00000204310.9	32.46	70.73	61.61	54.76	71.12	70.11	47.22	64.90	111.02	70.11	194.29
ENSG00000204311.10	5.60	6.04	3.21	3.33	1.28	0.82	0.85	0.34	0.15	0.00	1.95
ENSG00000204314.9	1.75	6.16	2.50	7.17	2.01	2.85	0.24	2.52	3.59	0.12	12.22
ENSG00000204315.3	3.88	5.91	3.46	9.42	8.12	11.09	5.36	5.13	7.52	13.21	20.91
ENSG00000204316.11	69.33	49.21	54.44	44.33	62.41	47.91	57.09	87.89	86.11	75.89	177.50
ENSG00000204335.3	0.25	0.11	0.00	0.00	0.06	0.09	0.00	0.00	3.20	0.31	0.00
ENSG00000204344.13	10.06	26.37	23.03	18.06	22.27	36.28	18.17	21.09	17.29	18.37	60.93
ENSG00000204348.8	7.63	19.73	21.78	13.87	10.73	20.60	16.41	19.15	10.96	10.53	58.79
ENSG00000204351.10	15.17	23.63	43.44	41.64	65.49	44.79	25.33	40.64	35.54	35.35	157.13
ENSG00000204356.10	29.89	33.34	75.10	92.23	129.56	142.23	45.38	98.79	101.03	79.08	351.25
ENSG00000204366.3	1.63	1.64	8.12	5.50	3.43	7.36	1.34	2.18	2.69	1.47	27.92
ENSG00000204370.7	98.46	56.16	99.96	86.55	89.44	65.46	127.94	65.07	120.47	144.57	191.14
ENSG00000204371.10	13.94	20.61	32.46	58.15	53.81	29.87	19.29	19.88	26.91	34.00	109.51
ENSG00000204379.9	0.00	0.00	0.00	0.00	0.00	30.42	0.00	0.00	72.88	0.00	0.00
ENSG00000204381.10	0.00	0.04	18.54	0.00	5.11	2.85	0.05	0.00	9.54	0.00	0.00
ENSG00000204382.10	0.23	0.00	0.00	0.19	0.00	30.42	0.00	0.00	73.15	0.00	0.00
ENSG00000204386.9	12.87	25.11	34.49	22.13	30.12	41.05	16.74	24.57	17.59	30.73	241.34
ENSG00000204387.11	44.91	116.58	175.81	145.33	97.44	276.87	158.97	153.19	265.05	129.24	649.30
ENSG00000204388.6	63.28	79.99	104.85	161.00	122.07	148.99	78.58	118.76	141.82	171.20	432.75
ENSG00000204389.9	10.21	44.89	89.02	1.13	148.61	167.15	55.19	105.80	2.12	175.31	359.12
ENSG00000204390.9	0.67	0.58	0.92	0.92	0.54	0.56	0.12	0.51	0.22	0.16	2.04
ENSG00000204392.9	47.72	31.45	84.45	155.38	89.70	54.28	61.81	65.92	77.62	78.65	164.39
ENSG00000204394.11	40.19	32.81	79.24	123.24	158.70	112.83	68.09	76.88	97.47	146.27	275.03
ENSG00000204396.9	0.60	1.04	0.69	1.27	0.99	0.53	0.00	2.64	0.65	0.17	2.07
ENSG00000204397.6	1.54	3.41	0.00	0.00	0.00	0.02	8.70	6.08	0.26	0.00	0.00
ENSG00000204406.10	5.17	10.57	7.57	5.46	6.90	5.45	4.88	10.71	3.26	3.05	9.81
ENSG00000204410.13	7.92	8.76	8.33	33.75	23.59	13.72	7.00	7.32	13.00	4.65	47.38
ENSG00000204420.7	0.00	1.45	0.05	0.08	0.05	0.03	0.00	0.00	0.00	0.09	0.14
ENSG00000204421.2	0.16	7.96	0.00	0.26	0.20	0.08	1.46	0.97	0.00	2.12	0.54
ENSG00000204427.10	10.49	20.94	28.44	38.22	29.64	21.36	16.05	21.91	28.04	27.18	98.18
ENSG00000204428.11	1.08	0.44	0.16	0.79	1.68	1.19	0.34	2.70	2.44	0.00	3.36
ENSG00000204435.12	139.87	207.94	416.03	287.17	271.82	290.49	236.68	293.15	374.73	292.67	675.16
ENSG00000204438.9	4.23	4.80	12.87	11.96	11.58	29.46	6.40	9.65	13.97	15.21	31.02
ENSG00000204439.3	5.44	10.07	9.26	10.23	18.39	21.61	6.11	9.71	10.12	16.54	38.63
ENSG00000204442.3	0.00	0.00	4.51	0.03	0.00	1.98	0.00	0.00	0.60	0.00	0.00
ENSG00000204444.9	2.70	2.21	5.13	3.16	0.72	0.63	1.68	6.12	0.44	3.14	4.17
ENSG00000204463.11	60.02	106.24	144.71	174.09	170.17	193.29	113.27	127.88	236.96	161.60	575.44
ENSG00000204469.11	32.62	62.28	100.96	68.12	110.02	127.10	62.55	60.22	132.50	111.17	308.22
ENSG00000204482.9	0.00	0.00	0.00	0.09	0.00	0.04	0.00	1.15	0.04	0.00	0.34
ENSG00000204498.9	5.37	16.99	14.48	10.96	10.92	19.27	10.28	20.99	8.92	18.20	175.14
ENSG00000204514.8	1.05	1.79	22.08	6.30	20.79	8.24	1.40	1.42	1.14	5.90	23.00
ENSG00000204516.8	1.81	1.75	13.97	27.25	18.54	5.27	9.90	9.68	31.20	11.98	10.01
